OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,Shipvia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,OrderYear,OrderMonth,OrderMonthName,OrderMonthDate,ProductID,UnitPrice_order,Quantity,Discount,ProductName,SupplierID,CategoryID,QuantityPerUnit,UnitPrice_product,UnitsInStock,UnitsOnOrder,ReorderLevel,Discontinued,CategoryName,BuyingCost,SellingPrice,Revenue,COGS,GrossProfit,GrossMargin,Month,DiscountBand
10340,BONAP,1,1996-10-29,1996-11-26,1996-11-08,3,166.31,Bon app',"12, rue des Bouchers",Marseille,,13008,France,1996,10,October,1996-10,43,36.8,40,0.05,Ipoh Coffee,20,1,16 - 500 g tins,23.0,17,10,25,0,Beverages,23.0,36.8,1398.3999999999999,920.0,478.39999999999986,0.3421052631578947,1996-10,0-5%
10341,SIMOB,7,1996-10-29,1996-11-26,1996-11-05,3,26.78,Simons bistro,Vinbזltet 34,Kobenhavn,,1734,Denmark,1996,10,October,1996-10,33,2.0,8,0.0,Geitost,15,4,500 g,1.25,112,0,20,0,Dairy Products,1.25,2.0,16.0,10.0,6.0,0.375,1996-10,0%
10341,SIMOB,7,1996-10-29,1996-11-26,1996-11-05,3,26.78,Simons bistro,Vinbזltet 34,Kobenhavn,,1734,Denmark,1996,10,October,1996-10,59,44.0,9,0.15,Raclette Courdavault,28,4,5 kg pkg.,27.5,79,0,0,0,Dairy Products,27.5,44.0,336.59999999999997,247.5,89.09999999999997,0.2647058823529411,1996-10,10-20%
10342,FRANK,4,1996-10-30,1996-11-13,1996-11-04,2,54.83,Frankenversand,Berliner Platz 43,Mnchen,,80805,Germany,1996,10,October,1996-10,2,15.2,24,0.2,Chang,1,1,24 - 12 oz bottles,9.5,17,40,25,0,Beverages,9.5,15.2,291.84,228.0,63.839999999999975,0.21874999999999994,1996-10,10-20%
10342,FRANK,4,1996-10-30,1996-11-13,1996-11-04,2,54.83,Frankenversand,Berliner Platz 43,Mnchen,,80805,Germany,1996,10,October,1996-10,31,10.0,56,0.2,Gorgonzola Telino,14,4,12 - 100 g pkgs,6.25,0,70,20,0,Dairy Products,6.25,10.0,448.0,350.0,98.0,0.21875,1996-10,10-20%
10342,FRANK,4,1996-10-30,1996-11-13,1996-11-04,2,54.83,Frankenversand,Berliner Platz 43,Mnchen,,80805,Germany,1996,10,October,1996-10,36,15.2,40,0.2,Inlagd Sill,17,8,24 - 250 g  jars,9.5,112,0,20,0,Seafood,9.5,15.2,486.40000000000003,380.0,106.40000000000003,0.21875000000000006,1996-10,10-20%
10342,FRANK,4,1996-10-30,1996-11-13,1996-11-04,2,54.83,Frankenversand,Berliner Platz 43,Mnchen,,80805,Germany,1996,10,October,1996-10,55,19.2,40,0.2,Pגtי chinois,25,6,24 boxes x 2 pies,12.0,115,0,20,0,Meat/Poultry,12.0,19.2,614.4000000000001,480.0,134.4000000000001,0.2187500000000001,1996-10,10-20%
10343,LEHMS,4,1996-10-31,1996-11-28,1996-11-06,1,110.37,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,1996,10,October,1996-10,64,26.6,50,0.0,Wimmers gute Semmelknצdel,12,5,20 bags x 4 pieces,16.625,22,80,30,0,Grains/Cereals,16.625,26.6,1330.0,831.25,498.75,0.375,1996-10,0%
10343,LEHMS,4,1996-10-31,1996-11-28,1996-11-06,1,110.37,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,1996,10,October,1996-10,68,10.0,4,0.05,Scottish Longbreads,8,3,10 boxes x 8 pieces,6.25,6,10,15,0,Confections,6.25,10.0,38.0,25.0,13.0,0.34210526315789475,1996-10,0-5%
10343,LEHMS,4,1996-10-31,1996-11-28,1996-11-06,1,110.37,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,1996,10,October,1996-10,76,14.4,15,0.0,Lakkalikצצri,23,1,500 ml,9.0,57,0,20,0,Beverages,9.0,14.4,216.0,135.0,81.0,0.375,1996-10,0%
10344,WHITC,4,1996-11-01,1996-11-29,1996-11-05,2,23.29,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,1996,11,November,1996-11,4,17.6,35,0.0,Chef Anton's Cajun Seasoning,2,2,48 - 6 oz jars,11.0,53,0,0,0,Condiments,11.0,17.6,616.0,385.0,231.0,0.375,1996-11,0%
10344,WHITC,4,1996-11-01,1996-11-29,1996-11-05,2,23.29,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,1996,11,November,1996-11,8,32.0,70,0.25,Northwoods Cranberry Sauce,3,2,12 - 12 oz jars,20.0,6,0,0,0,Condiments,20.0,32.0,1680.0,1400.0,280.0,0.16666666666666666,1996-11,20%+
10345,QUICK,2,1996-11-04,1996-12-02,1996-11-11,2,249.06,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany,1996,11,November,1996-11,8,32.0,70,0.0,Northwoods Cranberry Sauce,3,2,12 - 12 oz jars,20.0,6,0,0,0,Condiments,20.0,32.0,2240.0,1400.0,840.0,0.375,1996-11,0%
10345,QUICK,2,1996-11-04,1996-12-02,1996-11-11,2,249.06,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany,1996,11,November,1996-11,19,7.3,80,0.0,Teatime Chocolate Biscuits,8,3,10 boxes x 12 pieces,4.6,25,0,5,0,Confections,4.6,7.3,584.0,368.0,216.0,0.3698630136986301,1996-11,0%
10345,QUICK,2,1996-11-04,1996-12-02,1996-11-11,2,249.06,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany,1996,11,November,1996-11,42,11.2,9,0.0,Singaporean Hokkien Fried Mee,20,5,32 - 1 kg pkgs.,7.0,26,0,0,1,Grains/Cereals,7.0,11.2,100.8,63.0,37.8,0.375,1996-11,0%
10346,RATTC,3,1996-11-05,1996-12-17,1996-11-08,3,142.08,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,1996,11,November,1996-11,17,31.2,36,0.1,Alice Mutton,7,6,20 - 1 kg tins,19.5,0,0,0,1,Meat/Poultry,19.5,31.2,1010.8800000000001,702.0,308.8800000000001,0.30555555555555564,1996-11,5-10%
10346,RATTC,3,1996-11-05,1996-12-17,1996-11-08,3,142.08,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,1996,11,November,1996-11,56,30.4,20,0.0,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,19.0,21,10,30,0,Grains/Cereals,19.0,30.4,608.0,380.0,228.0,0.375,1996-11,0%
10347,FAMIA,4,1996-11-06,1996-12-04,1996-11-08,3,3.1,Familia Arquibaldo,"Rua Orףs, 92",Sao Paulo,SP,05442-030,Brazil,1996,11,November,1996-11,25,11.2,10,0.0,NuNuCa Nu-Nougat-Creme,11,3,20 - 450 g glasses,7.0,76,0,30,0,Confections,7.0,11.2,112.0,70.0,42.0,0.375,1996-11,0%
10347,FAMIA,4,1996-11-06,1996-12-04,1996-11-08,3,3.1,Familia Arquibaldo,"Rua Orףs, 92",Sao Paulo,SP,05442-030,Brazil,1996,11,November,1996-11,39,14.4,50,0.15,Chartreuse verte,18,1,750 cc per bottle,9.0,69,0,5,0,Beverages,9.0,14.4,612.0,450.0,162.0,0.2647058823529412,1996-11,10-20%
10347,FAMIA,4,1996-11-06,1996-12-04,1996-11-08,3,3.1,Familia Arquibaldo,"Rua Orףs, 92",Sao Paulo,SP,05442-030,Brazil,1996,11,November,1996-11,40,14.7,4,0.0,Boston Crab Meat,19,8,24 - 4 oz tins,9.2,123,0,30,0,Seafood,9.2,14.7,58.8,36.8,22.0,0.3741496598639456,1996-11,0%
10347,FAMIA,4,1996-11-06,1996-12-04,1996-11-08,3,3.1,Familia Arquibaldo,"Rua Orףs, 92",Sao Paulo,SP,05442-030,Brazil,1996,11,November,1996-11,75,6.2,6,0.15,Rhצnbrהu Klosterbier,12,1,24 - 0.5 l bottles,3.875,125,0,25,0,Beverages,3.875,6.2,31.62,23.25,8.370000000000001,0.2647058823529412,1996-11,10-20%
10348,WANDK,4,1996-11-07,1996-12-05,1996-11-15,2,0.78,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,1996,11,November,1996-11,1,14.4,15,0.15,Chai,1,1,10 boxes x 20 bags,9.0,39,0,10,0,Beverages,9.0,14.4,183.6,135.0,48.599999999999994,0.2647058823529412,1996-11,10-20%
10348,WANDK,4,1996-11-07,1996-12-05,1996-11-15,2,0.78,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,1996,11,November,1996-11,23,7.2,25,0.0,Tunnbrצd,9,5,12 - 250 g pkgs.,4.5,61,0,25,0,Grains/Cereals,4.5,7.2,180.0,112.5,67.5,0.375,1996-11,0%
10349,SPLIR,7,1996-11-08,1996-12-06,1996-11-15,1,8.63,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,1996,11,November,1996-11,54,5.9,24,0.0,Tourtiטre,25,6,16 pies,3.725,21,0,10,0,Meat/Poultry,3.725,5.9,141.60000000000002,89.4,52.20000000000002,0.36864406779661024,1996-11,0%
10350,LAMAI,6,1996-11-11,1996-12-09,1996-12-03,2,64.19,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,1996,11,November,1996-11,50,13.0,15,0.1,Valkoinen suklaa,23,3,12 - 100 g bars,8.125,65,0,30,0,Confections,8.125,13.0,175.5,121.875,53.625,0.3055555555555556,1996-11,5-10%
10350,LAMAI,6,1996-11-11,1996-12-09,1996-12-03,2,64.19,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,1996,11,November,1996-11,69,28.8,18,0.1,Gudbrandsdalsost,15,4,10 kg pkg.,18.0,26,0,15,0,Dairy Products,18.0,28.8,466.56,324.0,142.56,0.3055555555555556,1996-11,5-10%
10351,ERNSH,1,1996-11-11,1996-12-09,1996-11-20,1,162.33,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,1996,11,November,1996-11,38,210.8,20,0.05,Cפte de Blaye,18,1,12 - 75 cl bottles,131.75,17,0,15,0,Beverages,131.75,210.8,4005.2,2635.0,1370.1999999999998,0.3421052631578947,1996-11,0-5%
10351,ERNSH,1,1996-11-11,1996-12-09,1996-11-20,1,162.33,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,1996,11,November,1996-11,41,7.7,13,0.0,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,4.825,85,0,10,0,Seafood,4.825,7.7,100.10000000000001,62.725,37.37500000000001,0.3733766233766234,1996-11,0%
10351,ERNSH,1,1996-11-11,1996-12-09,1996-11-20,1,162.33,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,1996,11,November,1996-11,44,15.5,77,0.05,Gula Malacca,20,2,20 - 2 kg bags,9.725,27,0,15,0,Condiments,9.725,15.5,1133.825,748.8249999999999,385.0000000000001,0.3395585738539899,1996-11,0-5%
10351,ERNSH,1,1996-11-11,1996-12-09,1996-11-20,1,162.33,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,1996,11,November,1996-11,65,16.8,10,0.05,Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,10.525,76,0,0,0,Condiments,10.525,16.8,159.6,105.25,54.349999999999994,0.3405388471177945,1996-11,0-5%
10352,FURIB,3,1996-11-12,1996-11-26,1996-11-18,3,1.3,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,1996,11,November,1996-11,24,3.6,10,0.0,Guaranב Fantבstica,10,1,12 - 355 ml cans,2.25,20,0,0,1,Beverages,2.25,3.6,36.0,22.5,13.5,0.375,1996-11,0%
10352,FURIB,3,1996-11-12,1996-11-26,1996-11-18,3,1.3,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,1996,11,November,1996-11,54,5.9,20,0.15,Tourtiטre,25,6,16 pies,3.725,21,0,10,0,Meat/Poultry,3.725,5.9,100.3,74.5,25.799999999999997,0.25722831505483545,1996-11,10-20%
10353,PICCO,7,1996-11-13,1996-12-11,1996-11-25,3,360.63,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,1996,11,November,1996-11,11,16.8,12,0.2,Queso Cabrales,5,4,1 kg pkg.,10.5,22,30,30,0,Dairy Products,10.5,16.8,161.28000000000003,126.0,35.28000000000003,0.21875000000000014,1996-11,10-20%
10353,PICCO,7,1996-11-13,1996-12-11,1996-11-25,3,360.63,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria,1996,11,November,1996-11,38,210.8,50,0.2,Cפte de Blaye,18,1,12 - 75 cl bottles,131.75,17,0,15,0,Beverages,131.75,210.8,8432.0,6587.5,1844.5,0.21875,1996-11,10-20%
10354,PERIC,8,1996-11-14,1996-12-12,1996-11-20,3,53.8,Pericles Comidas clבsicas,Calle Dr. Jorge Cash 321,Mיxico D.F.,,5033,Mexico,1996,11,November,1996-11,1,14.4,12,0.0,Chai,1,1,10 boxes x 20 bags,9.0,39,0,10,0,Beverages,9.0,14.4,172.8,108.0,64.80000000000001,0.37500000000000006,1996-11,0%
10354,PERIC,8,1996-11-14,1996-12-12,1996-11-20,3,53.8,Pericles Comidas clבsicas,Calle Dr. Jorge Cash 321,Mיxico D.F.,,5033,Mexico,1996,11,November,1996-11,29,99.0,4,0.0,Thringer Rostbratwurst,12,6,50 bags x 30 sausgs.,61.895,0,0,0,1,Meat/Poultry,61.895,99.0,396.0,247.58,148.42,0.37479797979797974,1996-11,0%
10355,AROUT,6,1996-11-15,1996-12-13,1996-11-20,1,41.95,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,1996,11,November,1996-11,24,3.6,25,0.0,Guaranב Fantבstica,10,1,12 - 355 ml cans,2.25,20,0,0,1,Beverages,2.25,3.6,90.0,56.25,33.75,0.375,1996-11,0%
10355,AROUT,6,1996-11-15,1996-12-13,1996-11-20,1,41.95,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,1996,11,November,1996-11,57,15.6,25,0.0,Ravioli Angelo,26,5,24 - 250 g pkgs.,9.75,36,0,20,0,Grains/Cereals,9.75,15.6,390.0,243.75,146.25,0.375,1996-11,0%
10356,WANDK,6,1996-11-18,1996-12-16,1996-11-27,2,36.71,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,1996,11,November,1996-11,31,10.0,30,0.0,Gorgonzola Telino,14,4,12 - 100 g pkgs,6.25,0,70,20,0,Dairy Products,6.25,10.0,300.0,187.5,112.5,0.375,1996-11,0%
10356,WANDK,6,1996-11-18,1996-12-16,1996-11-27,2,36.71,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,1996,11,November,1996-11,55,19.2,12,0.0,Pגtי chinois,25,6,24 boxes x 2 pies,12.0,115,0,20,0,Meat/Poultry,12.0,19.2,230.39999999999998,144.0,86.39999999999998,0.37499999999999994,1996-11,0%
10356,WANDK,6,1996-11-18,1996-12-16,1996-11-27,2,36.71,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,1996,11,November,1996-11,69,28.8,20,0.0,Gudbrandsdalsost,15,4,10 kg pkg.,18.0,26,0,15,0,Dairy Products,18.0,28.8,576.0,360.0,216.0,0.375,1996-11,0%
10357,LILAS,1,1996-11-19,1996-12-17,1996-12-02,3,34.88,LILA-Supermercado,Carrera 52 con Ave. Bolםvar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,1996,11,November,1996-11,10,24.8,30,0.2,Ikura,4,8,12 - 200 ml jars,15.5,31,0,0,0,Seafood,15.5,24.8,595.2,465.0,130.20000000000005,0.21875000000000006,1996-11,10-20%
10357,LILAS,1,1996-11-19,1996-12-17,1996-12-02,3,34.88,LILA-Supermercado,Carrera 52 con Ave. Bolםvar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,1996,11,November,1996-11,26,24.9,16,0.0,Gumbהr Gummibהrchen,11,3,100 - 250 g bags,15.615,15,0,0,0,Confections,15.615,24.9,398.4,249.84,148.55999999999997,0.3728915662650602,1996-11,0%
10357,LILAS,1,1996-11-19,1996-12-17,1996-12-02,3,34.88,LILA-Supermercado,Carrera 52 con Ave. Bolםvar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,1996,11,November,1996-11,60,27.2,8,0.2,Camembert Pierrot,28,4,15 - 300 g rounds,17.0,19,0,0,0,Dairy Products,17.0,27.2,174.08,136.0,38.08000000000001,0.21875000000000006,1996-11,10-20%
10358,LAMAI,5,1996-11-20,1996-12-18,1996-11-27,1,19.64,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,1996,11,November,1996-11,24,3.6,10,0.05,Guaranב Fantבstica,10,1,12 - 355 ml cans,2.25,20,0,0,1,Beverages,2.25,3.6,34.199999999999996,22.5,11.699999999999996,0.34210526315789463,1996-11,0-5%
10358,LAMAI,5,1996-11-20,1996-12-18,1996-11-27,1,19.64,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,1996,11,November,1996-11,34,11.2,10,0.05,Sasquatch Ale,16,1,24 - 12 oz bottles,7.0,111,0,15,0,Beverages,7.0,11.2,106.39999999999999,70.0,36.39999999999999,0.3421052631578947,1996-11,0-5%
10358,LAMAI,5,1996-11-20,1996-12-18,1996-11-27,1,19.64,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France,1996,11,November,1996-11,36,15.2,20,0.05,Inlagd Sill,17,8,24 - 250 g  jars,9.5,112,0,20,0,Seafood,9.5,15.2,288.8,190.0,98.80000000000001,0.34210526315789475,1996-11,0-5%
10359,SEVES,5,1996-11-21,1996-12-19,1996-11-26,3,288.43,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,1996,11,November,1996-11,16,13.9,56,0.05,Pavlova,7,3,32 - 500 g boxes,8.725,29,0,10,0,Confections,8.725,13.9,739.4799999999999,488.59999999999997,250.87999999999994,0.33926542976145396,1996-11,0-5%
10359,SEVES,5,1996-11-21,1996-12-19,1996-11-26,3,288.43,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,1996,11,November,1996-11,31,10.0,70,0.05,Gorgonzola Telino,14,4,12 - 100 g pkgs,6.25,0,70,20,0,Dairy Products,6.25,10.0,665.0,437.5,227.5,0.34210526315789475,1996-11,0-5%
10359,SEVES,5,1996-11-21,1996-12-19,1996-11-26,3,288.43,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK,1996,11,November,1996-11,60,27.2,80,0.05,Camembert Pierrot,28,4,15 - 300 g rounds,17.0,19,0,0,0,Dairy Products,17.0,27.2,2067.2,1360.0,707.1999999999998,0.3421052631578947,1996-11,0-5%
10360,BLONP,4,1996-11-22,1996-12-20,1996-12-02,3,131.7,Blondel pטre et fils,"24, place Klיber",Strasbourg,,67000,France,1996,11,November,1996-11,28,36.4,30,0.0,Rצssle Sauerkraut,12,7,25 - 825 g cans,22.8,26,0,0,1,Produce,22.8,36.4,1092.0,684.0,408.0,0.37362637362637363,1996-11,0%
10360,BLONP,4,1996-11-22,1996-12-20,1996-12-02,3,131.7,Blondel pטre et fils,"24, place Klיber",Strasbourg,,67000,France,1996,11,November,1996-11,29,99.0,35,0.0,Thringer Rostbratwurst,12,6,50 bags x 30 sausgs.,61.895,0,0,0,1,Meat/Poultry,61.895,99.0,3465.0,2166.3250000000003,1298.6749999999997,0.37479797979797974,1996-11,0%
10360,BLONP,4,1996-11-22,1996-12-20,1996-12-02,3,131.7,Blondel pטre et fils,"24, place Klיber",Strasbourg,,67000,France,1996,11,November,1996-11,38,210.8,10,0.0,Cפte de Blaye,18,1,12 - 75 cl bottles,131.75,17,0,15,0,Beverages,131.75,210.8,2108.0,1317.5,790.5,0.375,1996-11,0%
10360,BLONP,4,1996-11-22,1996-12-20,1996-12-02,3,131.7,Blondel pטre et fils,"24, place Klיber",Strasbourg,,67000,France,1996,11,November,1996-11,49,16.0,35,0.0,Maxilaku,23,3,24 - 50 g pkgs.,10.0,10,60,15,0,Confections,10.0,16.0,560.0,350.0,210.0,0.375,1996-11,0%
10360,BLONP,4,1996-11-22,1996-12-20,1996-12-02,3,131.7,Blondel pטre et fils,"24, place Klיber",Strasbourg,,67000,France,1996,11,November,1996-11,54,5.9,28,0.0,Tourtiטre,25,6,16 pies,3.725,21,0,10,0,Meat/Poultry,3.725,5.9,165.20000000000002,104.3,60.90000000000002,0.36864406779661024,1996-11,0%
10361,QUICK,1,1996-11-22,1996-12-20,1996-12-03,2,183.17,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany,1996,11,November,1996-11,39,14.4,54,0.1,Chartreuse verte,18,1,750 cc per bottle,9.0,69,0,5,0,Beverages,9.0,14.4,699.84,486.0,213.84000000000003,0.3055555555555556,1996-11,5-10%
10361,QUICK,1,1996-11-22,1996-12-20,1996-12-03,2,183.17,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany,1996,11,November,1996-11,60,27.2,55,0.1,Camembert Pierrot,28,4,15 - 300 g rounds,17.0,19,0,0,0,Dairy Products,17.0,27.2,1346.4,935.0,411.4000000000001,0.3055555555555556,1996-11,5-10%
10362,BONAP,3,1996-11-25,1996-12-23,1996-11-28,1,96.04,Bon app',"12, rue des Bouchers",Marseille,,13008,France,1996,11,November,1996-11,25,11.2,50,0.0,NuNuCa Nu-Nougat-Creme,11,3,20 - 450 g glasses,7.0,76,0,30,0,Confections,7.0,11.2,560.0,350.0,210.0,0.375,1996-11,0%
10362,BONAP,3,1996-11-25,1996-12-23,1996-11-28,1,96.04,Bon app',"12, rue des Bouchers",Marseille,,13008,France,1996,11,November,1996-11,51,42.4,20,0.0,Manjimup Dried Apples,24,7,50 - 300 g pkgs.,26.5,20,0,10,0,Produce,26.5,42.4,848.0,530.0,318.0,0.375,1996-11,0%
10362,BONAP,3,1996-11-25,1996-12-23,1996-11-28,1,96.04,Bon app',"12, rue des Bouchers",Marseille,,13008,France,1996,11,November,1996-11,54,5.9,24,0.0,Tourtiטre,25,6,16 pies,3.725,21,0,10,0,Meat/Poultry,3.725,5.9,141.60000000000002,89.4,52.20000000000002,0.36864406779661024,1996-11,0%
10363,DRACD,4,1996-11-26,1996-12-24,1996-12-04,3,30.54,Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany,1996,11,November,1996-11,31,10.0,20,0.0,Gorgonzola Telino,14,4,12 - 100 g pkgs,6.25,0,70,20,0,Dairy Products,6.25,10.0,200.0,125.0,75.0,0.375,1996-11,0%
10363,DRACD,4,1996-11-26,1996-12-24,1996-12-04,3,30.54,Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany,1996,11,November,1996-11,75,6.2,12,0.0,Rhצnbrהu Klosterbier,12,1,24 - 0.5 l bottles,3.875,125,0,25,0,Beverages,3.875,6.2,74.4,46.5,27.900000000000006,0.37500000000000006,1996-11,0%
10363,DRACD,4,1996-11-26,1996-12-24,1996-12-04,3,30.54,Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany,1996,11,November,1996-11,76,14.4,12,0.0,Lakkalikצצri,23,1,500 ml,9.0,57,0,20,0,Beverages,9.0,14.4,172.8,108.0,64.80000000000001,0.37500000000000006,1996-11,0%
10364,EASTC,1,1996-11-26,1997-01-07,1996-12-04,1,71.97,Eastern Connection,35 King George,London,,WX3 6FW,UK,1996,11,November,1996-11,69,28.8,30,0.0,Gudbrandsdalsost,15,4,10 kg pkg.,18.0,26,0,15,0,Dairy Products,18.0,28.8,864.0,540.0,324.0,0.375,1996-11,0%
10364,EASTC,1,1996-11-26,1997-01-07,1996-12-04,1,71.97,Eastern Connection,35 King George,London,,WX3 6FW,UK,1996,11,November,1996-11,71,17.2,5,0.0,Flotemysost,15,4,10 - 500 g pkgs.,10.75,26,0,0,0,Dairy Products,10.75,17.2,86.0,53.75,32.25,0.375,1996-11,0%
10365,ANTON,3,1996-11-27,1996-12-25,1996-12-02,2,22.0,Antonio Moreno Taquerםa,Mataderos  2312,Mיxico D.F.,,5023,Mexico,1996,11,November,1996-11,11,16.8,24,0.0,Queso Cabrales,5,4,1 kg pkg.,10.5,22,30,30,0,Dairy Products,10.5,16.8,403.20000000000005,252.0,151.20000000000005,0.37500000000000006,1996-11,0%
10366,GALED,8,1996-11-28,1997-01-09,1996-12-30,2,10.14,Galerםa del gastronףmo,"Rambla de Cataluסa, 23",Barcelona,,8022,Spain,1996,11,November,1996-11,65,16.8,5,0.0,Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,10.525,76,0,0,0,Condiments,10.525,16.8,84.0,52.625,31.375,0.37351190476190477,1996-11,0%
10366,GALED,8,1996-11-28,1997-01-09,1996-12-30,2,10.14,Galerםa del gastronףmo,"Rambla de Cataluסa, 23",Barcelona,,8022,Spain,1996,11,November,1996-11,77,10.4,5,0.0,Original Frankfurter grne Soe,12,2,12 boxes,6.5,32,0,15,0,Condiments,6.5,10.4,52.0,32.5,19.5,0.375,1996-11,0%
10367,VAFFE,7,1996-11-28,1996-12-26,1996-12-02,3,13.55,Vaffeljernet,Smagsloget 45,ֵrhus,,8200,Denmark,1996,11,November,1996-11,34,11.2,36,0.0,Sasquatch Ale,16,1,24 - 12 oz bottles,7.0,111,0,15,0,Beverages,7.0,11.2,403.2,252.0,151.2,0.375,1996-11,0%
10367,VAFFE,7,1996-11-28,1996-12-26,1996-12-02,3,13.55,Vaffeljernet,Smagsloget 45,ֵrhus,,8200,Denmark,1996,11,November,1996-11,54,5.9,18,0.0,Tourtiטre,25,6,16 pies,3.725,21,0,10,0,Meat/Poultry,3.725,5.9,106.2,67.05,39.150000000000006,0.3686440677966102,1996-11,0%
10367,VAFFE,7,1996-11-28,1996-12-26,1996-12-02,3,13.55,Vaffeljernet,Smagsloget 45,ֵrhus,,8200,Denmark,1996,11,November,1996-11,65,16.8,15,0.0,Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,10.525,76,0,0,0,Condiments,10.525,16.8,252.0,157.875,94.125,0.37351190476190477,1996-11,0%
10367,VAFFE,7,1996-11-28,1996-12-26,1996-12-02,3,13.55,Vaffeljernet,Smagsloget 45,ֵrhus,,8200,Denmark,1996,11,November,1996-11,77,10.4,7,0.0,Original Frankfurter grne Soe,12,2,12 boxes,6.5,32,0,15,0,Condiments,6.5,10.4,72.8,45.5,27.299999999999997,0.375,1996-11,0%
10368,ERNSH,2,1996-11-29,1996-12-27,1996-12-02,2,101.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,1996,11,November,1996-11,21,8.0,5,0.1,Sir Rodney's Scones,8,3,24 pkgs. x 4 pieces,5.0,3,40,5,0,Confections,5.0,8.0,36.0,25.0,11.0,0.3055555555555556,1996-11,5-10%
10368,ERNSH,2,1996-11-29,1996-12-27,1996-12-02,2,101.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,1996,11,November,1996-11,28,36.4,13,0.1,Rצssle Sauerkraut,12,7,25 - 825 g cans,22.8,26,0,0,1,Produce,22.8,36.4,425.88,296.40000000000003,129.47999999999996,0.30402930402930395,1996-11,5-10%
10368,ERNSH,2,1996-11-29,1996-12-27,1996-12-02,2,101.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,1996,11,November,1996-11,57,15.6,25,0.0,Ravioli Angelo,26,5,24 - 250 g pkgs.,9.75,36,0,20,0,Grains/Cereals,9.75,15.6,390.0,243.75,146.25,0.375,1996-11,0%
